DOCID,CUSTODIAN,CATEGORY,SUBCATEGORY,STORYLINE,KEY_DOCUMENT,CONFIDENTIALITY,SUGGESTED_PRIVILEGE,EXACT_DUPLICATE,FILENAME,SUBJECT_OR_TITLE
CROWN00000499,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re the Christmas revels.eml,Re: the Christmas revels
CROWN00000500,Queen Anne Boleyn,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  05 Feb 1531.eml,Tudor Times Weekly — 05 Feb 1531
CROWN00000501,Thomas Cromwell,routine,logistics,(routine),No,,No,No,Re the subsidy assessment for Somerset.eml,Re: the subsidy assessment for Somerset
CROWN00000502,Thomas Cromwell,noise,it_notice,(noise),No,,No,No,New Quill Procurement Policy  Effective Immediately.eml,New Quill Procurement Policy — Effective Immediately
CROWN00000503,Thomas Cromwell,routine,report,(routine),No,,No,No,The progress to hampton court palace.eml,The progress to hampton court palace
CROWN00000504,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re The progress to hampton court palace.eml,Re: The progress to hampton court palace
CROWN00000505,Thomas Cromwell,narrative,great_matter,The Great Matter,No,,No,No,the drafting of the Act of Appeals  action required.eml,the drafting of the Act of Appeals — action required
CROWN00000506,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Grand Joust at the Shrovetide Lists.eml,Invitation: Grand Joust at the Shrovetide Lists
CROWN00000507,Queen Anne Boleyn,noise,auto_reply,(noise),No,,No,No,Automatic reply The Subsidy Roll.eml,Automatic reply: The Subsidy Roll
CROWN00000508,Thomas Cromwell,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00000509,Thomas Cromwell,routine,logistics,(routine),No,,No,No,Re the wardrobe accounts.eml,Re: the wardrobe accounts
CROWN00000510,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re the wardrobe accounts.eml,Re: the wardrobe accounts
CROWN00000511,Queen Anne Boleyn,noise,spam_food,(noise),No,,No,No,Hungry After the Hunt We Deliver to Every Palace.eml,Hungry After the Hunt? We Deliver to Every Palace
CROWN00000512,Queen Anne Boleyn,routine,logistics,(routine),No,,No,No,The subsidy assessment for sussex quarterly.eml,The subsidy assessment for sussex (quarterly)
CROWN00000513,King Henry VIII,routine,request,(routine),No,,No,No,Re the falconry mews.eml,Re: the falconry mews
CROWN00000514,King Henry VIII,routine,logistics,(routine),No,,No,No,Note the New Years gift roll.eml,Note: the New Year's gift roll
CROWN00000515,King Henry VIII,routine,logistics,(routine),No,,No,No,Invoice_rtn-00305.xlsx,Account — the New Year's gift roll
CROWN00000516,King Henry VIII,routine,approval,(routine),No,,No,No,The kitchen accounts for the quarter  for approval.eml,The kitchen accounts for the quarter — for approval
CROWN00000517,King Henry VIII,routine,approval,(routine),No,,No,No,Re The kitchen accounts for the quarter  for approval.eml,Re: The kitchen accounts for the quarter — for approval
CROWN00000518,Thomas Cromwell,routine,logistics,(routine),No,,No,No,Re the royal barge repairs.eml,Re: the royal barge repairs
CROWN00000519,Thomas Cromwell,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  23 Apr 1531.eml,Tudor Times Weekly — 23 Apr 1531
CROWN00000520,Queen Anne Boleyn,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00000521,Thomas Cromwell,routine,request,(routine),No,,No,No,Re the tiltyard schedule.eml,Re: the tiltyard schedule
CROWN00000522,Thomas Cromwell,routine,concern,(routine),No,,No,No,The masque costumes  for approval.eml,The masque costumes — for approval
CROWN00000523,Thomas Cromwell,routine,concern,(routine),No,,No,No,Invoice_rtn-00610.xlsx,Account — the masque costumes
CROWN00000524,Thomas Cromwell,narrative,great_matter,The Great Matter,No,,No,No,the legatine court records further to our last.eml,the legatine court records (further to our last)
CROWN00000525,King Henry VIII,narrative,great_matter,The Great Matter,No,Confidential,No,No,Concerning the drafting of the Act of Appeals.eml,Concerning the drafting of the Act of Appeals
CROWN00000526,King Henry VIII,narrative,great_matter,The Great Matter,No,,No,No,Notes_great_matter_nar-00061.docx,Notes on the drafting of the Act of Appeals
CROWN00000527,King Henry VIII,routine,logistics,(routine),No,,No,No,The christmas revels.eml,The christmas revels
CROWN00000528,Queen Anne Boleyn,noise,spam_food,(noise),No,,No,No,Lenten Special  No Meat Much Cheese Still Glorious.eml,"Lenten Special — No Meat, Much Cheese, Still Glorious"
CROWN00000529,Queen Anne Boleyn,routine,logistics,(routine),No,,No,No,The royal stables accounts  for approval.eml,The royal stables accounts — for approval
CROWN00000530,Queen Anne Boleyn,routine,logistics,(routine),No,,No,No,Report_rtn-00686.pdf,Report — the royal stables accounts
CROWN00000531,King Henry VIII,routine,approval,(routine),No,,No,No,Re The christmas revels.eml,Re: The christmas revels
CROWN00000532,Queen Anne Boleyn,routine,approval,(routine),No,,No,No,Re The royal stables accounts  for approval.eml,Re: The royal stables accounts — for approval
CROWN00000533,King Henry VIII,noise,it_notice,(noise),No,,No,No,Password Rotation Required Change Thy Cipher This Month.eml,Password Rotation Required: Change Thy Cipher This Month
CROWN00000534,Queen Anne Boleyn,noise,auto_reply,(noise),No,,No,No,Automatic reply The Victualling Of The Fleet.eml,Automatic reply: The Victualling Of The Fleet
CROWN00000535,Thomas Cromwell,routine,request,(routine),No,Confidential,No,No,Re the masque costumes.eml,Re: the masque costumes
CROWN00000536,Thomas Cromwell,routine,request,(routine),No,,No,No,WorkOrder_rtn-00357.docx,Work Order — the masque costumes
CROWN00000537,King Henry VIII,routine,request,(routine),No,,No,No,Re the embassy to France.eml,Re: the embassy to France
CROWN00000538,King Henry VIII,loose,xlsx,(loose),No,Confidential,No,No,Inventory_JewelHouse_henry080.xlsx,Inventory of the Jewel House
CROWN00000539,Queen Anne Boleyn,routine,report,(routine),No,,No,No,The progress to greenwich palace  for approval.eml,The progress to greenwich palace — for approval
CROWN00000540,Queen Anne Boleyn,routine,report,(routine),No,,No,No,WorkOrder_rtn-00412.docx,Work Order — the progress to Greenwich Palace
CROWN00000541,Thomas Cromwell,noise,calendar,(noise),No,,No,No,Invitation Coronation Banquet.eml,Invitation: Coronation Banquet
CROWN00000542,Thomas Cromwell,routine,request,(routine),No,Confidential,No,No,The royal stables accounts  for approval.eml,The royal stables accounts — for approval
CROWN00000543,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re The royal stables accounts  for approval.eml,Re: The royal stables accounts — for approval
CROWN00000544,Queen Anne Boleyn,routine,request,(routine),No,Confidential,No,No,The masque costumes quarterly.eml,The masque costumes (quarterly)
CROWN00000545,King Henry VIII,noise,auto_reply,(noise),No,,No,No,Automatic reply The Muster Of Able Men.eml,Automatic reply: The Muster Of Able Men
CROWN00000546,Thomas Cromwell,noise,auto_reply,(noise),No,,No,No,Automatic reply The Subsidy Roll.eml,Automatic reply: The Subsidy Roll
CROWN00000547,Queen Anne Boleyn,noise,spam_vendor,(noise),No,,No,No,Tapestries Half Price  This Quarter Only.eml,Tapestries Half Price — This Quarter Only
CROWN00000548,King Henry VIII,routine,logistics,(routine),No,Confidential,No,No,Note the wardrobe accounts.eml,Note: the wardrobe accounts
CROWN00000549,King Henry VIII,routine,approval,(routine),No,,No,No,Re Note the wardrobe accounts.eml,Re: Note: the wardrobe accounts
CROWN00000550,Thomas Cromwell,noise,calendar,(noise),No,,No,No,Invitation Diplomatic Reception for the French Embassy.eml,Invitation: Diplomatic Reception for the French Embassy
CROWN00000551,Thomas Cromwell,noise,calendar,(noise),No,,No,No,invite.ics,Invitation — Diplomatic Reception for the French Embassy
CROWN00000552,Thomas Cromwell,loose,docx,(loose),No,Internal - Privy Council,No,No,Draft_Proclamation_cromwell092.docx,Draft Proclamation touching the harvest levy
CROWN00000553,Queen Anne Boleyn,routine,report,(routine),No,,No,No,The embassy to france.eml,The embassy to france
CROWN00000554,Thomas Cromwell,routine,request,(routine),No,,No,No,The repair of the great clock  for approval.eml,The repair of the great clock — for approval
CROWN00000555,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re The repair of the great clock  for approval.eml,Re: The repair of the great clock — for approval
CROWN00000556,Thomas Cromwell,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00000557,King Henry VIII,routine,report,(routine),No,,No,No,Re the purveyance of venison.eml,Re: the purveyance of venison
CROWN00000558,King Henry VIII,routine,approval,(routine),No,,No,No,Re the purveyance of venison.eml,Re: the purveyance of venison
CROWN00000559,Queen Anne Boleyn,loose,docx,(loose),No,Internal - Privy Council,No,No,Council_Notes_15310911_anne_boleyn008.docx,Privy Council Notes — 11 September 1531
CROWN00000560,King Henry VIII,noise,spam_food,(noise),No,,No,No,Lenten Special  No Meat Much Cheese Still Glorious.eml,"Lenten Special — No Meat, Much Cheese, Still Glorious"
CROWN00000561,Thomas Cromwell,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00000562,King Henry VIII,noise,it_notice,(noise),No,,No,No,Reminder Mandatory Doublet  Hose Compliance Training.eml,Reminder: Mandatory Doublet & Hose Compliance Training
CROWN00000563,Queen Anne Boleyn,routine,request,(routine),No,,No,No,Re the repair of the great clock.eml,Re: the repair of the great clock
CROWN00000564,King Henry VIII,routine,report,(routine),No,,No,No,The muster of able men in somerset.eml,The muster of able men in somerset
CROWN00000565,Queen Anne Boleyn,routine,report,(routine),No,,No,No,The purveyance of venison.eml,The purveyance of venison
CROWN00000566,Thomas Cromwell,noise,bounce,(noise),No,,No,No,Undeliverable The French Embassy.eml,Undeliverable: The French Embassy
CROWN00000567,King Henry VIII,routine,concern,(routine),No,,No,No,The purveyance of venison  for approval.eml,The purveyance of venison — for approval
CROWN00000568,King Henry VIII,routine,approval,(routine),No,,No,No,Re The purveyance of venison  for approval.eml,Re: The purveyance of venison — for approval
CROWN00000569,Thomas Cromwell,noise,calendar,(noise),No,,No,No,Invitation Diplomatic Reception for the French Embassy.eml,Invitation: Diplomatic Reception for the French Embassy
CROWN00000570,King Henry VIII,noise,auto_reply,(noise),No,,No,No,Automatic reply The Tiltyard Schedule.eml,Automatic reply: The Tiltyard Schedule
CROWN00000571,Queen Anne Boleyn,noise,it_notice,(noise),No,,No,No,New Quill Procurement Policy  Effective Immediately.eml,New Quill Procurement Policy — Effective Immediately
CROWN00000572,Queen Anne Boleyn,noise,it_notice,(noise),No,,No,No,Quill_Procurement_Policy_Q-1536.docx,Quill Procurement Policy (Form Q-1536)
CROWN00000573,Thomas Cromwell,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00000574,King Henry VIII,noise,spam_vendor,(noise),No,,No,No,Tapestries Half Price  This Quarter Only.eml,Tapestries Half Price — This Quarter Only
CROWN00000575,Queen Anne Boleyn,routine,request,(routine),No,,No,No,The masque costumes quarterly.eml,The masque costumes (quarterly)
CROWN00000576,Queen Anne Boleyn,routine,request,(routine),No,,No,No,WorkOrder_rtn-00497.docx,Work Order — the masque costumes
CROWN00000577,Queen Anne Boleyn,routine,report,(routine),No,,No,No,Re the muster of able men in Essex.eml,Re: the muster of able men in Essex
CROWN00000578,Thomas Cromwell,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  24 Dec 1531.eml,Tudor Times Weekly — 24 Dec 1531
CROWN00000579,Thomas Cromwell,noise,newsletter,(noise),No,,No,No,Tudor_Times_Weekly.pdf,Tudor Times Weekly — Full Issue
CROWN00000580,King Henry VIII,noise,spam_food,(noise),No,,No,No,Lenten Special  No Meat Much Cheese Still Glorious.eml,"Lenten Special — No Meat, Much Cheese, Still Glorious"
CROWN00000581,Queen Anne Boleyn,noise,auto_reply,(noise),No,,No,No,Automatic reply The Harvest Levy.eml,Automatic reply: The Harvest Levy
CROWN00000582,Thomas Cromwell,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00000583,King Henry VIII,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00000584,Thomas Cromwell,narrative,great_matter,The Great Matter,Yes,Privileged - Attorney-Client,Yes,No,A way through  privileged advice enclosed.eml,A way through — privileged advice enclosed
CROWN00000585,Thomas Cromwell,narrative,great_matter,The Great Matter,Yes,Privileged - Attorney-Client,Yes,No,Opinion_on_Royal_Supremacy.pdf,Opinion on the Royal Supremacy
CROWN00000586,King Henry VIII,narrative,great_matter,The Great Matter,No,Privileged - Attorney-Client,Yes,No,Re A way through  privileged advice enclosed.eml,Re: A way through — privileged advice enclosed
CROWN00000587,King Henry VIII,narrative,great_matter,The Great Matter,No,Internal - Privy Council,No,No,Query on the Kings conscience.eml,Query on the King's conscience
CROWN00000588,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00000589,Queen Anne Boleyn,routine,logistics,(routine),No,,No,No,Re the wine shipment from Gascony.eml,Re: the wine shipment from Gascony
CROWN00000590,Queen Anne Boleyn,noise,auto_reply,(noise),No,,No,No,Automatic reply The Victualling Of The Fleet.eml,Automatic reply: The Victualling Of The Fleet
CROWN00000591,Thomas Cromwell,noise,auto_reply,(noise),No,,No,No,Automatic reply The Muster Of Able Men.eml,Automatic reply: The Muster Of Able Men
CROWN00000592,Queen Anne Boleyn,routine,request,(routine),No,,No,No,The ordnance survey.eml,The ordnance survey
CROWN00000593,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00000594,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  01 Feb 1532.eml,Tudor Times Weekly — 01 Feb 1532
CROWN00000595,King Henry VIII,noise,auto_reply,(noise),No,,No,No,Automatic reply The Victualling Of The Fleet.eml,Automatic reply: The Victualling Of The Fleet
CROWN00000596,King Henry VIII,routine,approval,(routine),No,,No,No,The purveyance of venison  for approval.eml,The purveyance of venison — for approval
CROWN00000597,Queen Anne Boleyn,noise,bounce,(noise),No,,No,No,Undeliverable The Christmas Revels.eml,Undeliverable: The Christmas Revels
CROWN00000598,Queen Anne Boleyn,loose,docx,(loose),No,,No,No,Draft_Proclamation_anne_boleyn036.docx,Draft Proclamation touching the Scottish border
CROWN00000599,King Henry VIII,routine,concern,(routine),No,,No,No,Note the muster of able men in Hampshire.eml,Note: the muster of able men in Hampshire
CROWN00000600,King Henry VIII,routine,concern,(routine),No,,No,No,WorkOrder_rtn-00846.docx,Work Order — the muster of able men in Hampshire
CROWN00000601,Queen Anne Boleyn,routine,request,(routine),No,,No,No,Re the embassy to France.eml,Re: the embassy to France
CROWN00000602,Queen Anne Boleyn,routine,request,(routine),No,,No,No,Report_rtn-00762.pdf,Report — the embassy to France
CROWN00000603,Thomas Cromwell,narrative,great_matter,The Great Matter,No,Internal - Privy Council,No,No,Concerning the Queens dower lands.eml,Concerning the Queen's dower lands
CROWN00000604,Thomas Cromwell,loose,xlsx,(loose),No,Confidential,No,No,Inventory_JewelHouse_cromwell023.xlsx,Inventory of the Jewel House
CROWN00000605,Thomas Cromwell,loose,png,(loose),No,,No,No,Plan_cromwell115.png,Plan of Hever Castle
CROWN00000606,Queen Anne Boleyn,noise,bounce,(noise),No,,No,No,Undeliverable The French Embassy.eml,Undeliverable: The French Embassy
CROWN00000607,King Henry VIII,routine,report,(routine),No,Confidential,No,No,Note the falconry mews.eml,Note: the falconry mews
CROWN00000608,Thomas Cromwell,routine,concern,(routine),No,,No,No,The royal stables accounts quarterly.eml,The royal stables accounts (quarterly)
CROWN00000609,King Henry VIII,noise,it_notice,(noise),No,,No,No,Password Rotation Required Change Thy Cipher This Month.eml,Password Rotation Required: Change Thy Cipher This Month
